"engl","spa"
"Leave tomorrow.","Sal mañana."
"Leave tomorrow.","Vete mañana."
"Leave tomorrow.","Idos mañana."
"Leave tomorrow.","Váyanse mañana."
"Leave tomorrow.","Váyase mañana."
"Leave us alone.","Déjanos solos."
"Leave us alone.","Déjanos solas."
"Lend me a hand.","Dame una mano."
"Lend me a hand.","Préstame una mano."
"Let Tom answer.","Deja que responda Tom."
"Let Tom finish.","Deja terminar a Tom."
"Let me back in.","Déjame entrar."
"Let me back in.","Déjame entrar otra vez."
"Let me come in.","Déjame entrar."
"Let me do this.","Déjame hacer esto."
"Let me do this.","Déjeme hacer esto."
"Let me explain.","Déjame explicar."
"Let me feel it.","Déjame sentirlo."
"Let me feel it.","Deja que lo sienta."
"Let me hear it.","Déjame oírlo."
"Let me through.","¡Déjenme pasar!"
"Let them fight.","Déjalos pelear."
"Let us go home.","Déjanos irnos a casa."
"Let's be brave.","Seamos valientes."
"Let's be happy.","Seamos felices."
"Let's continue.","Continuemos."
"Let's eat here.","Comamos aquí."
"Let's find out.","Averigüémoslo."
"Let's go Dutch.","Cada uno pagará lo suyo."
"Let's hope not.","Esperemos que no."
"Let's hurry up.","Apurémonos."
"Let's just eat.","Comamos y ya."
"Let's play tag.","Juguemos a la tiña."
"Let's practice.","Practiquemos."
"Let's sit down.","Sentémonos."
"Let's stand up.","Levantémonos."
"Let's watch TV.","Veamos la televisión."
"Life is unfair.","La vida es injusta."
"Listen closely.","Escucha atentamente."
"Listen to this!","¡Escucha esto!"
"Listen to this.","Escuchá esto."
"Listen to this.","Escuche esto."
"Live and learn.","Vive y aprende."
"Live and learn.","Viví y aprendé."
"Louder, please.","Más fuerte, por favor."
"Louder, please.","Hable más alto, por favor"
"Love takes two.","El amor es cosa de dos."
"Lunch is ready.","El almuerzo está preparado."
"Lying is wrong.","Mentir está mal."
"Lying is wrong.","No está bien mentir."
"Make it happen.","Haz que suceda."
"Make it larger.","Hazlo más grande."
"Make it simple.","Simplifica."
"Make your move.","Te toca a ti."
"Make your move.","Mueve tú."
"Make your move.","Mueves tú."
"Many fish died.","Muchos peces murieron."
"Mary had twins.","María tuvo gemelos."
"Mary is a girl.","Mary es una chica."
"Mary is a girl.","Mary es una muchacha."
"Mary likes you.","Mary te quiere."
"Mary looks hot.","Mary está muy buena."
"May I eat this?","¿Puedo comerme esto?"
"May I help you?","¿Puedo ayudarle?"
"May I join you?","¿Puedo acompañarle?"
"May I join you?","¿Puedo acompañarles?"
"May I join you?","¿Puedo unírmeles?"
"May I kiss you?","¿Puedo besarte?"
"May I sit down?","¿Me puedo sentar?"
"May I sit here?","¿Puedo sentarme aquí?"
"May I use this?","¿Puedo usar esto?"
"Meat is scarce.","La carne está escasa."
"Men are greedy.","Los hombres son avariciosos."
"Mind your step.","Mira por dónde caminas."
"Money is power.","Dinero es poder."
"More is needed.","Se necesita más."
"Move along now.","Muévase ya."
"My brother did.","Lo hizo mi hermano."
"My desk is old.","Mi escritorio es viejo."
"My dog bit Tom.","Mi perro mordió a Tom."
"My heart hurts.","Me duele el corazón."
"My jaw is sore.","Mi mandíbula me duele."
"My joints ache.","Me duelen las articulaciones."
"My name is Tom.","Mi nombre es Tom."
"My name is Tom.","Me llamo Tom."
"My nose itches.","Me pica la nariz."
"My nose itches.","Tengo comezón en la nariz."
"My tummy hurts.","Me duele mi estómago."
"My wife is mad.","Mi esposa está loca."
"Never say that.","Nunca digas eso."
"No one is home.","No hay nadie en casa."
"No one knew it.","Nadie lo sabía."
"No one laughed.","Nadie se rió."
"No one shouted.","Nadie gritó."
"No one told me.","Nadie me lo dijo."
"Nobody hurt me.","Nadie me lastimó."
"Nobody laughed.","Nadie se rió."
"Nobody listens.","Nadie escucha."
"Nobody's happy.","Nadie es feliz."
"Nothing's free.","Nada es gratis."
"Now I feel bad.","Ahora me siento mal."
"Now I know why.","Ahora sé por qué."
"Now I remember.","Ahora recuerdo."
"Now I remember.","Ahora me acuerdo."
"Now I remember.","Ahora lo recuerdo."
"Now be patient.","Ahora ten paciencia."
"Only God knows.","Sólo Dios lo sabe."
"Only God knows.","Sólo Dios sabe."
"Only Tom knows.","Solo Tom sabe."
"Open it for me.","Ábreme."
"Open the hatch.","Abre la trampilla."
"Open your eyes.","Abre los ojos."
"Pack your bags.","Haz tus maletas."
"Pack your bags.","Hagan sus maletas."
"People like me.","Gusto a la gente."
"People like me.","La gente me adora."
"People like me.","Caigo bien a la gente."
"Please come in.","Pase adentro, por favor."
"Please come in.","Por favor entre."
"Please do that.","Por favor, hágalo."
"Please go away.","Váyase, por favor."
"Please help me.","Por favor, ayúdeme."
"Please hold on.","Por favor, aguarda."
"Please hold on.","Por favor, espere."
"Please hold on.","Por favor, agárrate fuerte."
"Please open it.","Ábrelo, por favor."
"Please say yes.","Por favor, di que sí."
"Please say yes.","Por favor, diga que sí."
"Please say yes.","Por favor, digan que sí."
"Please say yes.","Por favor, decí que sí."
"Please shut up.","Cállate, por favor."
"Please tell me.","Dime, por favor."
"Please tell me.","Díganme, por favor."
"Please try one.","Por favor, pruebe uno."
"Please wake up.","Despiértese, por favor."
"Prepare to die.","¡Prepárate a morir!"
"Prices went up.","Los precios subieron."
"Prove it to me.","Demuéstramelo."
"Put on the hat.","Ponte el sombrero."
"Read the meter.","Lee el contador."
"Read this book.","Lee este libro."
"Read this book.","Leed este libro."
"Read your book.","Lee tu libro."
"Read your book.","Lean su libro."
"Save me a seat.","Resérvame un asiento."
"Save me a seat.","Guárdame un asiento."
"Say it clearly.","Habla claramente."
"Say it clearly.","Hable claramente."
"Say it clearly.","Dilo claramente."
"Say that again.","Repítelo."
"See you Monday.","Te veo el lunes."
"See you around.","Te veo por ahí."
"Send me a bill.","Envíame la cuenta."
"Shall we begin?","¿Empezamos?"
"Shall we begin?","¿Comenzamos?"
"Shall we dance?","¿Quiere bailar?"
"Shall we dance?","¿Bailamos?"
"Shall we dance?","¿Vamos a bailar?"
"She adores him.","Ella lo adora."
"She called him.","Ella lo llamó."
"She came alone.","Ella vino sola."
"She can't swim.","No sabe nadar."
"She choked him.","Ella lo ahorcó."
"She choked him.","Ella lo estranguló."
"She cooks well.","Ella cocina bien."
"She dumped him.","Ella le dejó."
"She fooled him.","Ella le engañó."
"She gave money.","Ella dio dinero."
"She got caught.","La cogieron."
"She grew roses.","Ella cultivó rosas."
"She has a bike.","Ella tiene una bicicleta."
"She has a book.","Tiene un libro."
"She helped him.","Ella le ayudó."
"She hugged him.","Ella le abrazó."
"She is a nurse.","Ella es una enfermera."
"She is awkward.","Ella es torpe."
"She is dieting.","Está a dieta."
"She is out now.","Ella está afuera ahora."
"She is talking.","Ella está hablando."
"She is walking.","Ella está caminando."
"She isn't poor.","Ella no es pobre."
"She kept quiet.","Ella se quedó quieta."
"She kicked him.","Ella lo pateó."
"She kissed him.","Ella lo besó."
"She kissed him.","Ella le besó."
"She looked ill.","Ella parecía enferma."
"She looked sad.","Ella se veía triste."
"She looked sad.","Ella parecía triste."
"She loves cats.","Ella adora los gatos."
"She loves cats.","Ella ama a los gatos."
"She loves cats.","Ella adora a los gatos."
"She might come.","Puede que venga."
"She might come.","Ella podría venir."
"She misses him.","Ella lo extraña."
"She needs this.","Ella necesita esto."
"She seems rich.","Ella se ve adinerada."
"She shot a gun.","Ella disparó un arma."
"She sings well.","Ella canta bien."
"She smells bad.","Ella huele mal."
"She teased him.","Ella le provocaba."
"She trusts him.","Ella confía en él."
"She types well.","Ella teclea bien."
"She was crying.","Estaba llorando."
"She went blind.","Ella se quedó ciega."
"She went blind.","Se quedó ciega."
"She works hard.","Ella trabaja duro."
"She's Canadian.","Es canadiense."
"She's Canadian.","Ella es canadiense."
"She's a beauty.","Ella es una belleza."
"She's adorable.","Ella es adorable."
"She's an angel.","Es un ángel."
"She's demented.","Ella está demente."
"She's innocent.","Es inocente."
"She's not here.","Ella no está aquí."
"She's not here.","No está aquí."
"She's pregnant.","Ella está embarazada."
"She's stubborn.","Ella es cabezota."
"She's stubborn.","Ella es testaruda."
"Should I close?","¿Debería cerrar?"
"Should we stop?","¿Paramos?"
"Sit over there.","Siéntense allá."
"Smoke appeared.","Apareció humo."
"Smoking stinks.","Fumar apesta."
"Someone called.","Alguien llamó."
"Someone called.","Ha llamado alguien."
"Spring is here.","Llegó la primavera."
"Spring is here.","La primavera llegó."
"Start counting.","Empieza a contar."
"Stop gossiping.","Dejen de chismorrear."
"Stop gossiping.","Dejen de copuchar."
"Stop grumbling.","Deja de refunfuñar."
"Stop grumbling.","Deja de quejarte."
"Stop resisting!","¡Deja de resistirte!"
"Stop screaming.","Deja de chillar."
"Sugar is sweet.","El azúcar es dulce."
"Summer is over.","El verano terminó."
"Summer is over.","El verano se ha ido."
"Take it to Tom.","Llévaselo a Tom."
"Take that back.","Devuélvelo."
"Take that back.","Llevátelo otra vez."
"Tell everybody.","Díselo a todos."
"Tell the truth.","Decí la verdad."
"Tell the truth.","Di la verdad."
"Tell the truth.","Digan la verdad."
"Tell the truth.","Decid la verdad."
"Tell us a joke.","Contanos un chiste."
"Tell us a joke.","Cuéntanos un chiste."
"That is a boat.","Ese es un bote."
"That is a ship.","Ese es un barco."
"That isn't Tom.","Ese no es Tom."
"That scares me.","Eso me da miedo."
"That was a lie.","Era mentira."
"That was close.","Estuvo cerca."
"That was great.","Eso estuvo genial."
"That was harsh.","Eso fue aspero."
"That was magic.","Eso fue magia."
"That was magic.","Eso fue mágico."
"That went well.","Eso salió bien."
"That'll be all.","Eso será todo."
"That'll change.","Cambiará."
"That'll change.","Eso cambiará."
"That's a farce.","Eso es una farsa."
"That's a mango.","Eso es un mango."
"That's amazing!","¡Eso es increíble!"
"That's amazing!","¡Increíble!"
"That's chicken.","Esa es una gallina."
"That's correct.","Eso es correcto."
"That's correct.","Es correcto."
"That's cyanide.","Eso es cianuro."
"That's evident.","Es evidente."
"That's evident.","Está claro."
"That's evident.","Es obvio."
"That's for you.","Es para ti."
"That's helpful.","Eso es de ayuda."
"That's hogwash.","Eso es una tontería."
"That's hogwash.","Eso es una idiotez."
"That's illegal.","Eso es ilegal."
"That's immoral.","Eso es inmoral."
"That's my beer.","Esa es mi cerveza."
"That's my book.","Ese es mi libro."
"That's my doll.","Es mi bebé."
"That's my idea.","Esa es mi idea."
"That's my line!","¡Esa es mi frase!"
"That's my wife.","Ella es mi esposa."
"That's not Tom.","Ese no es Tom."
"That's obscene.","Eso es obsceno."
"That's obvious.","Eso salta a la vista."
"That's obvious.","Es obvio."
"That's perfect.","Eso es perfecto."
"That's plastic.","Eso es plástico."
"That's private.","Eso es privado."
"That's serious.","Eso es grave."
"That's so lame.","Eso es tan patético."
"That's strange.","Eso es extraño."
"That's suicide.","Es un suicidio."
"That's the key.","Esa es la llave."
"That's the one.","Es ese."
"That's too bad.","Eso es una lástima."
"That's too bad.","Qué malo."
"That's typical.","Qué típico."
"The baby cried.","El bebé lloró."
"The birds sang.","Los pájaros cantaban."
"The dog barked.","El perro ladraba."
"The flag is up.","La bandera está alzada."
"The ice melted.","El hielo se derritió."
"The roof leaks.","El techo gotea."
"The siren blew.","La sirena sonó."
"The twins sang.","Los gemelos cantaron."
"The two smiled.","Los dos sonrieron."
"The two smiled.","Ambos sonrieron."
"Their eyes met.","Las miradas se cruzaron."
"Their lips met.","Sus labios se encontraron."
"These are good.","Éstos están buenos."
"These are good.","Éstos son buenos."
"These are mine.","Estos son míos."
"These are mine.","Éstos son míos."
"These are mine.","Éstos son los míos."
"These are mine.","Éstas son las mías."
"These are ours.","Estas son nuestras."
"These are real.","Estas son auténticas."
"These are real.","Estas son verdaderas."
"These are real.","Estos son auténticos."
"These are real.","Éstos son reales."
"They applauded.","Ellos aplaudieron."
"They are going.","Ellos se van."
"They are happy.","Ellos están felices."
"They asked him.","Le preguntaron."
"They both died.","Ambos murieron."
"They bother me.","Ellas me molestan."
"They bought it.","Ellas lo compraron."
"They came back.","Volvieron."
"They came back.","Regresaron."
"They found Tom.","Encontraron a Tom."
"They found out.","Ellos lo descubrieron."
"They had a boy.","Tuvieron un niño."
"They hated Tom.","Ellos odiaban a Tom."
"They hated Tom.","Ellas odiaban a Tom."
"They hated Tom.","Odiaban a Tom."
"They have come.","Han venido."
"They have come.","Ellas han venido."
"They have come.","Ellos han venido."
"They have wine.","Tienen vino."
"They helped me.","Ellos me ayudaron."
"They know that.","Saben eso."
"They know that.","Lo saben."
"They let me go.","Me dejaron ir."
"They look good.","Parecen estar bien."
"They look good.","Se ven bien."
"They love that.","Les encanta eso."
"They love that.","Adoran eso."
"They loved Tom.","Ellos amaban a Tom."
"They loved you.","Les encantaste."
"They loved you.","Les encantabas."
"They loved you.","Te querían."
"They loved you.","Te quisieron."
"They mean well.","Ellos son bienintencionados."
"They need help.","Ellos necesitan ayuda."
"They quarreled.","Ellos discutieron."
"They ruined it.","Ellos lo arruinaron."
"They said that.","Dijeron eso."
"They said that.","Ellos dijeron eso."
"They seem fine.","Parecen estar bien."
"They smell bad.","Ellos huelen mal."
"They struggled.","Lo pasaron mal."
"They struggled.","Se esforzaron."
"They succeeded.","Tuvieron éxito."
"They trust Tom.","Ellos confían en Tom."
"They want more.","Quieren más."
"They want this.","Quieren esto."
"They want this.","Ellos quieren esto."
"They were busy.","Ellos estaban ocupados."
"They were dead.","Estaban muertos."
"They were sick.","Estaban enfermos."
"They were sick.","Estaban enfermas."
"They were sick.","Ellos estaban enfermos."
"They were sick.","Ellas estaban enfermas."
"They will come.","Vendrán."
"They will help.","Ellos ayudarán."
"They will help.","Ellas ayudarán."
"They work hard.","Trabajan mucho."
"They'll attack.","Atacarán."
"They'll attack.","Ellos atacarán."
"They'll starve.","Se van a morir de hambre."
"They're afraid.","Tienen miedo."
"They're boring.","Ellos son aburridos."
"They're broken.","Están rotos."
"They're broken.","Están estropeados."
"They're coming.","Vienen."
"They're family.","Ellos son familia."
